,transID,payCardID,payCardBank,payCardName,payCardSex,payCardBirthDate,age,ageCategory,corridorID,corridorName,serviceType,direction,distance_km,seqDiff,tripDuration,dayOfWeek,peakHour,tapInStopsName,tapInStopsLat,tapInStopsLon,stopStartSeq,tapInTime,tapOutStopsName,tapOutStopsLat,tapOutStopsLon,stopEndSeq,tapOutTime,payAmount
35259,PCAJ769U7C17MZ,4126414491310853775,brizzi,Dariati Maryadi,Female,1985,38,Adult,7F,Kampung Rambutan - Juanda via Pasar Baru,BRT,0.0,15.67,11,1.024,Friday,True,Kampung Rambutan,-6.309885,106.88216,0,2023-04-14 13:04:09,RS Islam,-6.168676,106.87027,11,2023-04-14 14:05:34,3500.0
35260,VUOF956F4K76GB,6502937248567987,dki,Gandi Kusmawati,Male,1947,76,Senior Adult,M12,Sunter Boulevard Barat - Penjaringan,BRT,1.0,6.07,5,1.352,Friday,False,Jembatan Merah,-6.146731,106.83427,9,2023-04-14 09:36:35,Sunter Boulevard Barat,-6.14965,106.889,14,2023-04-14 10:57:42,3500.0
35261,MTVN389Q7Q64CS,676391914618,flazz,Jaga Purwanti,Male,2005,18,Young Adult,7F,Kampung Rambutan - Juanda via Pasar Baru,BRT,0.0,5.31,8,1.167,Friday,False,RS Islam,-6.168676,106.87027,11,2023-04-14 10:55:36,Monas,-6.176248,106.82286,19,2023-04-14 12:05:37,3500.0
35262,MMWX176O7D17NN,4236399289828180970,brizzi,Eman Hutasoit,Male,1956,67,Senior Adult,M7B,BKN - Blok M,BRT,1.0,0.76,2,1.756,Friday,True,Rawa Barat 1,-6.238813,106.8159,8,2023-04-14 13:50:00,Kantor Pos Mampang,-6.240216,106.82259,10,2023-04-14 15:35:20,3500.0
35266,EIIO288K0Z76ZV,4956563442422641,dki,Citra Wahyuni,Female,2002,21,Young Adult,2H,Rusun Jati Rawasari - Senen,BRT,0.0,1.53,2,0.553,Friday,False,Bengkel Jln. Letjen Suprapto,-6.174721,106.85362,3,2023-04-14 05:07:53,RSPAD 1,-6.176162,106.83987,5,2023-04-14 05:41:05,3500.0
35267,RAMH064O2Z05YC,3535503118200501,dki,Drs. Cengkal Lailasari,Male,2012,11,Children,6,Ragunan - Dukuh Atas 2,BRT,1.0,3.23,4,1.753,Friday,True,Pejaten,-6.278404,106.82972,13,2023-04-14 06:32:33,Ragunan,-6.305769,106.81949,17,2023-04-14 08:17:45,3500.0
35270,SAXL659F7S72LH,213193779899125,emoney,Limar Usada,Female,2003,20,Young Adult,5D,PGC 1 - Ancol,BRT,1.0,6.98,12,1.298,Friday,True,Kramat Sentiong,-6.18798,106.84595,7,2023-04-14 12:57:18,BNN LRT,-6.245863,106.871143,19,2023-04-14 14:15:12,3500.0
35271,QSUB328K2B14NH,6011051787457511,dki,"Tgk. Ifa Damanik, M.Ak",Female,1994,29,Adult,9A,PGC 2 - Grogol 2,BRT,1.0,4.59,10,1.062,Friday,True,Tegal Parang Arah Timur,-6.239005,106.83106,9,2023-04-14 06:22:15,PGC 2,-6.2619,106.8657,19,2023-04-14 07:25:57,3500.0
35272,EWXF017I9E60UP,3573408657682585,dki,Lalita Saragih,Male,1974,49,Adult,M10,PGC 2 - Tanjung Priok,BRT,1.0,7.28,9,0.98,Friday,True,Cempaka Mas,-6.165888,106.8792,7,2023-04-14 06:06:40,Cipinang Kebon Nanas,-6.231659,106.87637,16,2023-04-14 07:05:28,3500.0
35274,NIJG796Z8Z68FJ,2245530208975489,dki,"Kawaca Narpati, S.Farm",Female,2010,13,Teenager,2,Pulo Gadung - Monas,BRT,0.0,0.36,1,0.554,Friday,True,Rawa Selatan,-6.173925,106.85809,9,2023-04-14 05:34:24,Galur,-6.174388,106.85485,10,2023-04-14 06:07:37,3500.0
35277,MGCB100D9B47GK,180097961752050,emoney,Narji Wijaya,Female,2011,12,Children,7F,Kampung Rambutan - Juanda via Pasar Baru,BRT,1.0,0.94,1,0.406,Friday,False,Tanah Merdeka Arah Timur,-6.307866,106.87389,15,2023-04-14 10:01:19,Kampung Rambutan,-6.309885,106.88216,16,2023-04-14 10:25:42,3500.0
35278,IXLO657D6E85XY,4658673312063,online,"Farah Mansur, S.Pt",Male,1993,30,Adult,9C,Pinang Ranti - Bundaran Senayan,BRT,0.0,2.42,2,1.112,Friday,True,Gatot Subroto Jamsostek Arah Barat,-6.233551,106.82208,12,2023-04-14 07:52:23,Bundaran Senayan,-6.227869,106.80094,14,2023-04-14 08:59:05,3500.0
35281,LUKV847Q6E21EO,180005680484434,emoney,Zaenab Maheswara,Female,2006,17,Teenager,13D,Puri Beta - Ragunan,BRT,0.0,4.62,7,1.874,Friday,True,Tirtayasa,-6.239207,106.80777,10,2023-04-14 06:01:43,Buncit Indah,-6.274333,106.83029,17,2023-04-14 07:54:09,3500.0
35289,VPRM381C9G11IX,2294272245944067,dki,"Tgk. Usyi Sirait, S.Gz",Female,2001,22,Young Adult,12H,Rusun Penjaringan - Penjaringan,BRT,1.0,0.58,1,0.833,Friday,False,Penjaringan,-6.126306,106.79203,0,2023-04-14 12:41:03,Rusun Penjaringan,-6.130702,106.79487,1,2023-04-14 13:31:02,3500.0
35291,INDO989K9C59HV,4721742558058605,dki,Drajat Halimah,Male,1983,40,Adult,6V,Ragunan - Gelora Bung Karno,BRT,1.0,3.23,4,1.444,Friday,False,Warung Jati,-6.262364,106.82977,10,2023-04-14 09:37:17,SMK 57,-6.290967,106.82365,14,2023-04-14 11:03:55,3500.0
35293,IRQV303Q9E83PJ,3530393834004501,dki,Melinda Iswahyudi,Male,1984,39,Adult,13C,Puri Beta - Dukuh Atas,BRT,1.0,1.34,2,1.426,Friday,True,Kebayoran Lama,-6.23834,106.77752,11,2023-04-14 13:48:11,Cipulir,-6.237818,106.76541,13,2023-04-14 15:13:43,3500.0
35296,VOGU645F3O61NQ,3556146215285027,dki,Cakrawala Yuniar,Female,1998,25,Adult,14,Jakarta International Stadium - Senen,BRT,0.0,0.48,4,1.839,Friday,True,Atrium 1,-6.177759,106.8412,17,2023-04-14 06:53:17,Term. Senen,-6.17356,106.84213,21,2023-04-14 08:43:36,3500.0
35301,JIAG345J3G15PV,2606548319852663,dki,Julia Rahimah,Female,2006,17,Teenager,9C,Pinang Ranti - Bundaran Senayan,BRT,1.0,4.49,1,1.587,Friday,False,Cawang UKI,-6.250309,106.8736,13,2023-04-14 11:10:04,Garuda Taman Mini,-6.290154,106.88116,14,2023-04-14 12:45:16,3500.0
35303,FDMR236B6R01DZ,4581300237839678,dki,Kacung Pudjiastuti,Female,2006,17,Teenager,11N,Rusun Cipinang Muara - Jatinegara,BRT,0.0,3.91,13,0.97,Friday,False,Gg. Randu,-6.221883,106.89946,1,2023-04-14 12:26:01,SMPN 14,-6.214718,106.86485,14,2023-04-14 13:24:14,3500.0
35308,SQEQ226J5Y75SG,2614059373381201,dki,T. Bakidin Sihotang,Female,1987,36,Adult,M7B,BKN - Blok M,BRT,1.0,4.25,19,0.587,Friday,True,Tendean,-6.240213,106.83102,12,2023-04-14 06:43:22,Yayasan Mambaul Ula,-6.25935,106.8643,31,2023-04-14 07:18:36,3500.0
35310,YELJ270M4L20OI,3504089754852802,dki,Prasetyo Astuti,Male,1988,35,Adult,11B,Rusun Rawa Bebek - Penggilingan,BRT,0.0,2.96,1,0.68,Friday,True,Rusun Rawa Bebek,-6.196241,106.9658,0,2023-04-14 06:11:50,Walikota Jakarta Timur 2,-6.212722,106.94472,1,2023-04-14 06:52:37,3500.0
35313,BQNG752N3G82VB,349683800593553,emoney,Asirwada Megantara,Female,2009,14,Teenager,10B,Rusun Cipinang Besar Selatan - Penas Kalimalang,BRT,1.0,0.74,4,1.602,Friday,True,Cipinang Kb. Nanas 1,-6.231595,106.87615,2,2023-04-14 06:23:35,Rusun Cipinang Besar Selatan,-6.231625,106.88288,6,2023-04-14 07:59:42,3500.0
35315,BITX319V6Z54BA,349577577192740,emoney,"Talia Nababan, S.IP",Male,2002,21,Young Adult,10A,Rusun Marunda - Tanjung Priok,BRT,1.0,0.76,2,1.465,Friday,False,STIP,-6.104402,106.95904,4,2023-04-14 12:16:08,Rusun Marunda 2,-6.09826,106.96218,6,2023-04-14 13:44:02,3500.0
35317,BISQ140N8S98CK,30213702385918,bni,Farhunnisa Latupono,Male,1983,40,Adult,11K,Rusun Komarudin - Penggilingan,BRT,1.0,0.67,1,0.472,Friday,True,Penggilingan,-6.214132,106.93961,0,2023-04-14 06:59:45,Rusun Komarudin,-6.208781,106.94252,1,2023-04-14 07:28:04,3500.0
35321,GLNT993Y7X55QC,4188469163215,online,"Cut Ayu Rahayu, S.Pd",Male,1982,41,Adult,5D,PGC 1 - Ancol,BRT,1.0,2.61,4,1.506,Friday,True,Matraman Baru,-6.21288,106.86115,13,2023-04-14 05:12:58,Gelanggang Remaja,-6.235445,106.86795,17,2023-04-14 06:43:19,3500.0
35324,PUNG808S4J74DV,30233090748972,bni,Salimah Riyanti,Female,2002,21,Young Adult,8A,Jelambar - Juanda,BRT,0.0,0.3,1,0.359,Friday,True,Pecenongan,-6.16771,106.82819,6,2023-04-14 05:50:45,Juanda,-6.168048,106.83089,7,2023-04-14 06:12:16,3500.0
35327,OQNM064K3R80QZ,3521643682976940,dki,Rahmi Saptono,Female,2012,11,Children,9,Pinang Ranti - Pluit,BRT,0.0,1.18,1,1.248,Friday,False,Penjaringan,-6.126306,106.79203,23,2023-04-14 11:02:45,Pluit,-6.115795,106.79037,24,2023-04-14 12:17:36,3500.0
35334,YZML542G1U56RY,3541980313378864,dki,T. Paiman Wastuti,Female,2000,23,Young Adult,11N,Rusun Cipinang Muara - Jatinegara,BRT,1.0,0.86,4,1.586,Friday,True,St. Klender 2,-6.213433,106.89787,7,2023-04-14 07:22:08,Sbr. Komplek Pacul Mas,-6.221005,106.89961,11,2023-04-14 08:57:17,3500.0
35340,GFMO066H8F21AB,5578930710752840,dki,Hairyanto Pranowo,Female,1985,38,Adult,11N,Rusun Cipinang Muara - Jatinegara,BRT,1.0,2.13,9,0.689,Friday,True,Imigrasi Jaktim 2,-6.214552,106.8818,3,2023-04-14 07:24:33,Koperasi Serba Usaha,-6.222036,106.89954,12,2023-04-14 08:05:52,3500.0
35342,MRHO027Q5Z74YW,4676547013558532566,brizzi,"Sutan Prabowo Usamah, S.I.Kom",Female,1981,42,Adult,6A,Ragunan - MH Thamrin via Kuningan,BRT,1.0,2.46,2,0.83,Friday,False,MH Thamrin,-6.188149,106.82299,0,2023-04-14 11:40:02,Setiabudi Utara,-6.209189,106.830237,2,2023-04-14 12:29:50,3500.0
35343,QIKF979A8B52NV,3521870832057616,dki,Vino Mayasari,Male,2007,16,Teenager,D11,Depok - BKN,BRT,0.0,0.37,1,1.851,Friday,True,Moch Yusuf Raya 1,-6.379631,106.84094,5,2023-04-14 12:41:43,Sbr. Pesona Square,-6.379679,106.84426,6,2023-04-14 14:32:48,3500.0
35347,EMKI969L6W76AQ,4827442129358526,dki,"R.A. Oliva Yuliarti, M.Kom.",Female,1992,31,Adult,4D,Pulo Gadung 2 - Kuningan,BRT,1.0,3.29,6,1.974,Friday,True,Matraman 2,-6.19891,106.8545,9,2023-04-14 07:49:52,Sunan Giri,-6.193267,106.88367,15,2023-04-14 09:48:17,3500.0
35349,GCKB710W8V11HG,4993710478837,online,Gaduh Nasyidah,Female,1990,33,Adult,2E,Rusun Rawa Bebek - Kodamar,BRT,1.0,3.39,11,1.192,Friday,True,Perum Tpi 2,-6.19745,106.93516,15,2023-04-14 05:01:05,Rusun Rawa Bebek,-6.196241,106.9658,26,2023-04-14 06:12:35,3500.0
35352,OEFS671W2B36DU,5321470256126935,dki,"Tania Halimah, S.Ked",Female,2002,21,Young Adult,13B,Puri Beta - Pancoran Barat,BRT,0.0,4.39,3,0.456,Friday,True,CSW 1,-6.23994,106.79843,10,2023-04-14 05:56:08,Pancoran Barat Arah Timur,-6.241571,106.83808,13,2023-04-14 06:23:30,3500.0
35353,SKEH355J9S87RE,2716817624410658,dki,Mahfud Uyainah,Male,1973,50,Adult,2A,Pulo Gadung - Rawa Buaya via Balai Kota,BRT,1.0,1.62,3,1.566,Friday,True,Pasar Cempaka Putih,-6.172325,106.86246,16,2023-04-14 08:02:15,Cempaka Timur,-6.166584,106.87591,19,2023-04-14 09:36:13,3500.0
35356,FXEJ296F3A19CK,4613911137735824,dki,"Viman Mayasari, M.Pd",Male,1992,31,Adult,M6,Ragunan - MH Thamrin,BRT,0.0,1.77,2,1.705,Friday,True,Warung Jati,-6.262364,106.82977,14,2023-04-14 06:44:17,Pejaten,-6.278404,106.82972,16,2023-04-14 08:26:34,3500.0
35359,MLNC509P4R32VK,30411542225886,bni,Sidiq Nuraini,Male,1980,43,Adult,9,Pinang Ranti - Pluit,BRT,0.0,17.87,19,0.93,Friday,True,Pinang Ranti,-6.291075,106.88634,0,2023-04-14 05:10:33,Latumeten Stasiun Grogol Arah Utara,-6.16106,106.7904,19,2023-04-14 06:06:22,3500.0
35364,ZKYZ141W3X25KU,4055737709006,online,Genta Nurdiyanti,Female,1988,35,Adult,6B,Ragunan - MH Thamrin via Semanggi,BRT,1.0,4.11,3,1.984,Friday,False,Dukuh Atas,-6.205702,106.82223,3,2023-04-14 09:01:12,Mampang Prapatan,-6.242699,106.82572,6,2023-04-14 11:00:15,3500.0
35367,NFPX885Q4I38UR,6592199688926618,dki,"Cut Ifa Kusumo, S.Pt",Female,1979,44,Adult,M8,Lebak Bulus - Pasar Baru,BRT,1.0,3.02,5,1.818,Friday,True,Kedoya Assiddiqiyah,-6.174495,106.76585,14,2023-04-14 06:34:21,S Parman Podomoro City Arah Timur,-6.175799,106.79308,19,2023-04-14 08:23:26,3500.0
35372,BPNG114S9F54GZ,2720228027487356,dki,Anggabaya Mangunsong,Female,1985,38,Adult,9C,Pinang Ranti - Bundaran Senayan,BRT,1.0,3.92,6,1.626,Friday,True,Pancoran Barat Arah Timur,-6.241571,106.83808,6,2023-04-14 13:40:52,BNN Arah Barat,-6.24651,106.87318,12,2023-04-14 15:18:24,3500.0
35375,HIJQ522H1L36ZF,4590339247562523,dki,Drs. Bakiman Rahmawati,Male,1970,53,Adult,9C,Pinang Ranti - Bundaran Senayan,BRT,0.0,2.84,2,1.687,Friday,False,Kuningan Barat,-6.23725,106.82794,11,2023-04-14 09:00:31,Gelora Bung Karno,-6.224217,106.8058,13,2023-04-14 10:41:43,3500.0
35377,NFHS663F2J37XA,30375353002744,bni,Drs. Gaman Hidayanto,Male,1992,31,Adult,JIS3,Harmoni - Jakarta International Stadium,BRT,1.0,1.46,3,0.767,Friday,False,Simpang Danau Sunter Utara Barat,-6.139853,106.85663,11,2023-04-14 12:31:12,JIS,-6.126689,106.85587,14,2023-04-14 13:17:14,3500.0
35382,FFFM731W2I99LY,503841011862,flazz,drg. Mala Nugroho,Female,1981,42,Adult,13B,Puri Beta - Pancoran Barat,BRT,0.0,0.78,1,1.483,Friday,False,Adam Malik,-6.236466,106.74786,2,2023-04-14 09:52:46,JORR,-6.236104,106.75488,3,2023-04-14 11:21:45,3500.0
35384,FKDX640B8F96YB,4718616234301,online,"Salimah Gunarto, M.Pd",Female,1968,55,Adult,B21,Bekasi Timur - Cawang,BRT,1.0,0.16,1,0.599,Friday,True,GP Mall 2,-6.259474,107.01987,4,2023-04-14 05:58:50,BTC 2,-6.258258,107.0206,5,2023-04-14 06:34:47,3500.0
35385,UEFN552M6C42SF,4790144523070821,dki,Laswi Kusumo,Male,2011,12,Children,9,Pinang Ranti - Pluit,BRT,0.0,1.88,2,1.09,Friday,True,Jembatan Dua,-6.143279,106.79352,22,2023-04-14 08:44:25,Penjaringan,-6.126306,106.79203,24,2023-04-14 09:49:48,3500.0
35389,RSCC687Z0E65YK,4736304277327671,dki,Ilsa Kurniawan,Female,2008,15,Teenager,T11,Poris Plawad - Bundaran Senayan,BRT,0.0,5.01,9,1.881,Friday,True,Pengayoman,-6.175358,106.64801,3,2023-04-14 13:48:56,Masjid Baiturrahman 1,-6.210375,106.61931,12,2023-04-14 15:41:46,3500.0
35393,BSQV586P0N52TX,30471339318393,bni,Dr. Enteng Safitri,Female,1988,35,Adult,3,Kalideres - Bundaran HI via Veteran,BRT,0.0,0.49,1,1.501,Friday,True,Sumur Bor,-6.153046,106.71929,14,2023-04-14 08:30:07,Pesakih,-6.154803,106.71527,15,2023-04-14 10:00:09,3500.0
35399,KKJF920S9F16HR,4181188603059045,dki,Eli Budiman,Male,1977,46,Adult,11B,Rusun Rawa Bebek - Penggilingan,BRT,1.0,2.9,1,1.347,Friday,False,Walikota Jakarta Timur 1,-6.212327,106.94515,1,2023-04-14 09:19:14,Rusun Rawa Bebek,-6.196241,106.9658,2,2023-04-14 10:40:04,3500.0
35401,IQDU226A5T33IX,630471439459,flazz,Aisyah Budiman,Female,2011,12,Children,7,Kampung Rambutan - Bidara Cina,BRT,1.0,0.92,2,1.235,Friday,True,RS Harapan Bunda,-6.301956,106.86803,13,2023-04-14 20:10:23,Tanah Merdeka Arah Timur,-6.307866,106.87389,15,2023-04-14 21:24:30,3500.0
35406,PQAH459F7P06KA,213122351336222,emoney,"Drs. Uli Hasanah, M.Ak",Female,2005,18,Young Adult,10,Tanjung Priok - PGC 2,BRT,1.0,2.87,4,1.447,Friday,True,PGC 2,-6.2619,106.8657,0,2023-04-14 20:53:05,Penas Kalimalang,-6.23907,106.878,4,2023-04-14 22:19:53,3500.0
35407,LETK014H0M79UW,3592479316508823,dki,Cayadi Mayasari,Male,2009,14,Teenager,3,Kalideres - Bundaran HI via Veteran,BRT,0.0,6.35,5,1.702,Friday,True,Jelambar,-6.166548,106.78651,7,2023-04-14 20:13:44,Jembatan Baru,-6.154831,106.73038,12,2023-04-14 21:55:50,3500.0
35409,KRLS674Q4J45PU,30049505347485,bni,"Ophelia Kuswoyo, S.Farm",Male,1983,40,Adult,S21,Ciputat - CSW,BRT,1.0,5.46,11,0.995,Friday,True,Jln. KRI Harimau,-6.253467,106.79112,6,2023-04-14 20:44:09,UMJ 2,-6.295705,106.76554,17,2023-04-14 21:43:52,3500.0
35411,REQN347O4B60WC,4582832677562989,dki,"Rahmi Siregar, S.E.I",Male,1989,34,Adult,3,Kalideres - Bundaran HI via Veteran,BRT,0.0,4.42,4,1.629,Friday,True,RS Sumber Waras,-6.166294,106.79675,5,2023-04-14 15:40:54,Taman Kota,-6.157176,106.75789,9,2023-04-14 17:18:39,3500.0
35416,UBNP698W8I64JU,370095866460258,emoney,Pranata Tampubolon,Female,1979,44,Adult,M4,Pulo Gadung 2 - Dukuh Atas 2,BRT,1.0,1.08,1,1.107,Friday,True,Halimun,-6.205137,106.83338,14,2023-04-14 16:46:41,Dukuh Atas 2,-6.203276,106.82377,15,2023-04-14 17:53:05,3500.0
35418,NJUT068L5Q30UL,3540357155140234,dki,R. Cornelia Saputra,Male,1985,38,Adult,2E,Rusun Rawa Bebek - Kodamar,BRT,1.0,2.88,13,1.894,Friday,True,Pool Taksi,-6.188631,106.93426,10,2023-04-14 20:58:31,Walikota Jakarta Timur 1,-6.212327,106.94515,23,2023-04-14 22:52:08,3500.0
35426,OJSG685Z8N15VQ,180001837393123,emoney,"Dr. Damu Winarno, S.IP",Female,1994,29,Adult,8A,Jelambar - Juanda,BRT,1.0,1.91,2,1.1,Friday,True,Tomang Mandala,-6.176875,106.80037,4,2023-04-14 16:48:56,Jelambar,-6.166548,106.78651,6,2023-04-14 17:54:57,3500.0
35429,QONS892Y8O17JA,3575726862796769,dki,Carla Tampubolon,Male,1962,61,Senior Adult,8A,Jelambar - Juanda,BRT,1.0,2.81,3,1.939,Friday,True,Petojo,-6.169984,106.81698,2,2023-04-14 18:46:52,S Parman Podomoro City Arah Barat,-6.175587,106.79223,5,2023-04-14 20:43:12,3500.0
35431,EAKB425L7C56JX,213109637797111,emoney,T. Galar Rajasa,Female,2000,23,Young Adult,M7,Kampung Rambutan - Monas,BRT,1.0,3.3,7,1.07,Friday,True,Pancoran Tugu Arah Barat,-6.2433,106.84388,12,2023-04-14 17:22:40,BKN,-6.257751,106.87,19,2023-04-14 18:26:53,3500.0
35432,GEJG672T3Q44PJ,4227729131214,online,Maryanto Tamba,Male,1982,41,Adult,1,Blok M - Kota,BRT,1.0,1.94,3,0.845,Friday,True,MH Thamrin,-6.188149,106.82299,10,2023-04-14 18:07:49,Dukuh Atas,-6.205702,106.82223,13,2023-04-14 18:58:31,3500.0
35433,ZINT402Q4D40HG,371749273751332,emoney,Waluyo Nuraini,Male,1990,33,Adult,10K,Tanjung Priok - Senen via Taman BMW,BRT,1.0,2.56,21,1.241,Friday,True,Bangau VI,-6.169278,106.84271,2,2023-04-14 19:11:17,Masjid Jami Al Badariah Kemayoran,-6.153055,106.85922,23,2023-04-14 20:25:46,3500.0
35436,YZRI960I2C46PC,2321217432765996,dki,"Lantar Aryani, S.Gz",Male,1967,56,Adult,D21,Universitas Indonesia - Lebak Bulus,BRT,1.0,3.09,9,0.899,Friday,True,Tj. Mas Raya,-6.308428,106.8391,24,2023-04-14 17:29:54,SMAN 38,-6.336201,106.83579,33,2023-04-14 18:23:50,3500.0
35437,JZNG464T4B18VO,5220242748386167,dki,Tasnim Sihombing,Female,2007,16,Teenager,M7,Kampung Rambutan - Monas,BRT,1.0,11.23,17,1.778,Friday,True,Karet Sudirman,-6.212457,106.82003,6,2023-04-14 17:36:35,RS Harapan Bunda,-6.301956,106.86803,23,2023-04-14 19:23:16,3500.0
35441,OKGO916P0R35NQ,6543370786192839,dki,Enteng Novitasari,Male,1967,56,Adult,11B,Rusun Rawa Bebek - Penggilingan,BRT,0.0,2.96,1,0.849,Friday,True,Rusun Rawa Bebek,-6.196241,106.9658,0,2023-04-14 17:46:37,Walikota Jakarta Timur 2,-6.212722,106.94472,1,2023-04-14 18:37:35,3500.0
35442,ELUS127L2K66FQ,3575910364072826,dki,Natalia Rahayu,Male,2009,14,Teenager,8,Lebak Bulus - Pasar Baru via Tomang,BRT,1.0,7.59,7,1.244,Friday,True,Permata Hijau,-6.221427,106.78325,16,2023-04-14 15:07:14,Lebak Bulus,-6.289413,106.77415,23,2023-04-14 16:21:54,3500.0
35459,PWZO999R5J09OK,4126414491310853775,brizzi,Dariati Maryadi,Female,1985,38,Adult,7F,Kampung Rambutan - Juanda via Pasar Baru,BRT,1.0,2.8,6,1.832,Friday,True,Rawa Selatan,-6.173925,106.85809,4,2023-04-14 15:51:50,Pemuda Pramuka,-6.192795,106.87498,10,2023-04-14 17:41:44,3500.0
35461,XVFW009F5A06KU,676391914618,flazz,Jaga Purwanti,Male,2005,18,Young Adult,7F,Kampung Rambutan - Juanda via Pasar Baru,BRT,1.0,15.52,10,1.137,Friday,True,Cempaka Tengah,-6.170398,106.86659,6,2023-04-14 17:54:09,Kampung Rambutan,-6.309885,106.88216,16,2023-04-14 19:02:22,3500.0
35462,CFBD239W4R99BJ,4236399289828180970,brizzi,Eman Hutasoit,Male,1956,67,Senior Adult,M7B,BKN - Blok M,BRT,0.0,3.61,3,1.034,Friday,True,Tendean,-6.240213,106.83102,20,2023-04-14 17:57:15,Kejaksaan Agung,-6.2405,106.79844,23,2023-04-14 18:59:19,3500.0
35467,PRPX696Z6H99ZV,3535503118200501,dki,Drs. Cengkal Lailasari,Male,2012,11,Children,6,Ragunan - Dukuh Atas 2,BRT,0.0,1.93,2,1.372,Friday,True,Buncit Indah,-6.274333,106.83029,5,2023-04-14 16:46:10,Imigrasi,-6.256977,106.82808,7,2023-04-14 18:08:30,3500.0
35471,SCBR817S9B03AK,6011051787457511,dki,"Tgk. Ifa Damanik, M.Ak",Female,1994,29,Adult,9A,PGC 2 - Grogol 2,BRT,0.0,2.33,3,1.698,Friday,True,Cikoko Stasiun Cawang Arah Barat,-6.243359,106.85815,6,2023-04-14 18:15:11,Pancoran Barat Arah Barat,-6.241672,106.8372,9,2023-04-14 19:57:04,3500.0
35472,MWGB393H4J17VT,3573408657682585,dki,Lalita Saragih,Male,1974,49,Adult,M10,PGC 2 - Tanjung Priok,BRT,0.0,0.97,1,1.442,Friday,True,Cempaka Putih,-6.174207,106.87642,13,2023-04-14 17:00:26,Cempaka Mas,-6.165888,106.8792,14,2023-04-14 18:26:59,3500.0
35474,HHJG132Q0T23CW,2245530208975489,dki,"Kawaca Narpati, S.Farm",Female,2010,13,Teenager,2,Pulo Gadung - Monas,BRT,1.0,0.67,1,1.441,Friday,True,RS Islam,-6.168676,106.87027,9,2023-04-14 16:52:15,Cempaka Timur,-6.166584,106.87591,10,2023-04-14 18:18:44,3500.0
35477,GPKS512U5X69LJ,180097961752050,emoney,Narji Wijaya,Female,2011,12,Children,7F,Kampung Rambutan - Juanda via Pasar Baru,BRT,0.0,0.53,1,1.591,Friday,True,Senen,-6.178211,106.84251,16,2023-04-14 19:15:57,Kwitang,-6.181051,106.83866,17,2023-04-14 20:51:24,3500.0
35478,LMOG394W1G98YS,4658673312063,online,"Farah Mansur, S.Pt",Male,1993,30,Adult,9C,Pinang Ranti - Bundaran Senayan,BRT,1.0,3.16,4,1.174,Friday,True,Bundaran Senayan,-6.227869,106.80094,0,2023-04-14 18:43:41,Kuningan Barat,-6.23725,106.82794,4,2023-04-14 19:54:06,3500.0
35481,JSRG351K0M83RP,180005680484434,emoney,Zaenab Maheswara,Female,2006,17,Teenager,13D,Puri Beta - Ragunan,BRT,1.0,0.68,1,1.631,Friday,True,SMK 57,-6.290967,106.82365,2,2023-04-14 18:07:33,Jati Padang,-6.285431,106.82626,3,2023-04-14 19:45:24,3500.0
35483,BMQL502O3X23YT,6505428590869475,dki,dr. Janet Budiyanto,Male,1965,58,Adult,4E,Rusun Jatinegara Kaum - Pulo Gadung,BRT,1.0,0.58,3,1.438,Friday,True,Gg. Suzuki,-6.184571,106.90797,1,2023-04-14 18:33:28,Pintu Kawasan 1,-6.189631,106.90646,4,2023-04-14 19:59:43,3500.0
35489,MNWG262X2L63RK,2294272245944067,dki,"Tgk. Usyi Sirait, S.Gz",Female,2001,22,Young Adult,12H,Rusun Penjaringan - Penjaringan,BRT,0.0,0.58,1,0.856,Friday,True,Rusun Penjaringan,-6.130702,106.79487,0,2023-04-14 18:24:01,Penjaringan,-6.126306,106.79203,1,2023-04-14 19:15:21,3500.0
35491,AKOK744S0K67CP,4721742558058605,dki,Drajat Halimah,Male,1983,40,Adult,6V,Ragunan - Gelora Bung Karno,BRT,0.0,5.03,7,1.04,Friday,True,Jati Padang,-6.285431,106.82626,3,2023-04-14 16:42:21,Tendean,-6.240213,106.83102,10,2023-04-14 17:44:45,3500.0
35493,LPYP919A6V54QE,3530393834004501,dki,Melinda Iswahyudi,Male,1984,39,Adult,13C,Puri Beta - Dukuh Atas,BRT,0.0,1.52,1,1.998,Friday,True,Kebayoran Lama,-6.23834,106.77752,7,2023-04-14 19:37:45,Mayestik,-6.241921,106.79077,8,2023-04-14 21:37:39,3500.0
35496,KHBO198H2D95ZD,3556146215285027,dki,Cakrawala Yuniar,Female,1998,25,Adult,14,Jakarta International Stadium - Senen,BRT,1.0,0.39,1,0.896,Friday,True,Jembatan Item,-6.130078,106.85492,13,2023-04-14 20:21:03,JIS,-6.126689,106.85587,14,2023-04-14 21:14:50,3500.0
35501,SMCC570N2E27TS,2606548319852663,dki,Julia Rahimah,Female,2006,17,Teenager,9C,Pinang Ranti - Bundaran Senayan,BRT,0.0,3.38,6,1.167,Friday,True,Cawang UKI,-6.250309,106.8736,2,2023-04-14 15:25:25,Pancoran Tugu Arah Barat,-6.2433,106.84388,8,2023-04-14 16:35:27,3500.0
